,movie,year,imdb,metascore,votes,n_imdb
1430,Trabalho Sujo,2008,6.9,61,63777,69.0
1431,Sem Saída,2008,6.8,65,63747,68.0
1432,Um Louco Apaixonado,2008,6.5,35,63407,65.0
1433,Ghost Town - Um Espírito Atrás de Mim,2008,6.7,72,63212,67.0
1434,As Ruínas,2008,5.9,44,62775,59.0
1435,Ensaio Sobre a Cegueira,2008,6.6,45,62519,66.0
1436,Quarentena,2008,6.0,53,61323,60.0
1437,Speed Racer,2008,6.0,37,61222,60.0
1438,O Melhor Amigo da Noiva,2008,5.9,37,58594,59.0
1439,Fome,2008,7.6,82,56421,76.0
1440,Cidade das Sombras,2008,6.5,58,56349,65.0
1441,The Spirit: O Filme,2008,4.8,30,55681,48.0
1442,Super-Herói: O Filme,2008,4.5,33,55609,45.0
1443,Força Policial,2008,6.7,45,55129,67.0
1444,Religulous,2008,7.7,56,54447,77.0
1445,Appaloosa - Uma Cidade Sem Lei,2008,6.8,64,52986,68.0
1446,O Justiceiro: Em Zona de Guerra,2008,6.0,30,52689,60.0
1447,"Meu Nome é Taylor, Drillbit Taylor",2008,5.7,41,52681,57.0
1448,Surpresas do Amor,2008,5.6,41,52294,56.0
1449,O Último Trem,2008,6.1,58,51609,61.0
1450,O Traidor,2008,7.0,60,51062,70.0
1451,Perigo em Bangkok,2008,5.4,24,50472,54.0
1452,Valsa com Bashir,2008,8.0,91,49117,80.0
1453,High School Musical 3: Ano da Formatura,2008,4.6,57,47752,46.0
1454,O Olho do Mal,2008,5.4,36,46563,54.0
1455,Star Wars: The Clone Wars,2008,5.9,35,45918,59.0
1456,Alimentos S.A.,2008,7.8,80,45612,78.0
1457,O Equilibrista,2008,7.8,89,45247,78.0
1458,O Guru do Amor,2008,3.8,24,45109,38.0
1459,Expresso Transiberiano,2008,6.7,72,45078,67.0
1460,Vigaristas,2008,6.8,55,43832,68.0
1461,O Vizinho,2008,6.1,47,43052,61.0
1462,O Casamento de Rachel,2008,6.7,82,43022,67.0
1463,Sem Vestígios,2008,6.2,32,42969,62.0
1464,O Caçador,2008,7.9,64,42863,79.0
1465,W.,2008,6.3,56,42577,63.0
1466,A Partida,2008,8.1,68,41539,81.0
1467,"Nova York, Eu Te Amo",2008,6.3,49,41356,63.0
1468,Gomorra,2008,7.0,87,40772,70.0
1469,A Batalha dos Três Reinos - Parte 1,2008,7.4,73,39154,74.0
1470,"Amigos, Amigos, Mulheres à Parte",2008,5.9,34,38949,59.0
1471,Uma Mãe Para o Meu Bebê,2008,6.0,55,36102,60.0
1472,JCVD,2008,7.2,64,34667,72.0
1473,A Lista: Você Está Livre Hoje?,2008,6.1,31,34484,61.0
1474,A Gostosa e a Gosmenta,2008,1.9,7,34284,19.0
1475,O Roqueiro,2008,6.2,53,33859,62.0
1476,Simplesmente Feliz,2008,7.0,84,33674,70.0
1477,O Grande Dave,2008,4.9,43,33625,49.0
1478,O Corajoso Ratinho Despereaux,2008,6.1,53,32567,61.0
1479,Faces da Verdade,2008,7.2,64,32376,72.0
1480,O Grupo Baader Meinhof,2008,7.4,76,31649,74.0
1481,Amantes,2008,7.1,74,31629,71.0
1482,Entre os Muros da Escola,2008,7.5,92,30849,75.0
1483,Passageiros,2008,5.9,40,29891,59.0
1484,A Ilha da Imaginação,2008,6.0,55,29686,60.0
1485,A Morte Convida para Dançar,2008,3.9,17,29516,39.0
1486,Choke - No Sufoco,2008,6.5,47,29512,65.0
1487,A Teoria do Caos,2008,6.7,44,29157,67.0
1488,Che 2: A Guerrilha,2008,6.9,64,29007,69.0
1489,O Amor não tem Regras,2008,6.0,56,28789,60.0
1490,Espinhos,2008,6.1,58,28781,61.0
1491,Imagens do Além,2008,5.2,37,28733,52.0
1492,Os Invencíveis,2008,7.3,69,28466,73.0
1493,Inimigo Público nº 1,2008,7.6,71,28357,76.0
1494,Autópsia de um Crime,2008,6.0,55,28151,60.0
1495,Uma Chamada Perdida,2008,4.0,24,28021,40.0
1496,Ong Bak 2 - O Guerreiro Sagrado Voltou,2008,6.2,47,26306,62.0
1497,Dear Zachary: A Letter to a Son About His Father,2008,8.6,82,25519,86.0
1498,Inimigo Público nº 1 - Parte 2,2008,7.5,72,25147,75.0
1499,Pontypool,2008,6.7,54,24690,67.0
1500,Bastardos Inglórios,2009,8.3,69,994435,83.0
1501,Avatar,2009,7.8,83,958716,78.0
1502,Up: Altas Aventuras,2009,8.3,88,747555,83.0
1503,"Se Beber, Não Case!",2009,7.8,73,625043,78.0
1504,Distrito 9,2009,8.0,81,568568,80.0
1505,Star Trek,2009,8.0,82,534230,80.0
1506,Sherlock Holmes,2009,7.6,57,513501,76.0
1507,Zumbilândia,2009,7.7,73,421175,77.0
1508,Watchmen: O Filme,2009,7.6,56,420571,76.0
1509,(500) Dias com Ela,2009,7.7,76,409535,77.0
1510,X-Men Origens: Wolverine,2009,6.7,40,399428,67.0
1511,Harry Potter e o Enigma do Príncipe,2009,7.5,78,364479,75.0
1512,Transformers: A Vingança dos Derrotados,2009,6.0,35,344603,60.0
1513,2012,2009,5.8,49,304945,58.0
1514,O Exterminador do Futuro: A Salvação,2009,6.6,49,302769,66.0
1515,Lunar,2009,7.9,67,284913,79.0
1516,Amor Sem Escalas,2009,7.4,83,284183,74.0
1517,3 Idiotas,2009,8.4,67,252995,84.0
1518,A Proposta,2009,6.7,48,248498,67.0
1519,Inimigos Públicos,2009,7.0,70,245124,70.0
1520,Um Sonho Possível,2009,7.7,53,243759,77.0
1521,Anjos e Demônios,2009,6.7,48,233824,67.0
1522,Código de Conduta,2009,7.4,34,233309,74.0
1523,A Saga Crepúsculo: Lua Nova,2009,4.6,44,233099,46.0
1524,Velozes e Furiosos 4,2009,6.6,46,224015,66.0
1525,Presságio,2009,6.2,41,197588,62.0
1526,A Estrada,2009,7.3,64,191983,73.0
1527,Os Homens que Não Amavam as Mulheres,2009,7.8,76,185753,78.0
1528,A Era do Gelo 3,2009,7.0,50,183411,70.0
1529,G.I. Joe: A Origem de Cobra,2009,5.8,32,183089,58.0
1530,A Verdade Nua e Crua,2009,6.5,28,176672,65.0
1531,"Eu Te Amo, Cara",2009,7.0,70,175498,70.0
1532,Sr. Ninguém,2009,7.9,63,174547,79.0
1533,Tá Chovendo Hambúrguer,2009,7.0,66,167971,70.0
1534,Arraste-me para o Inferno,2009,6.6,83,167334,66.0
1535,Coraline e o Mundo Secreto,2009,7.7,80,162405,77.0
1536,O Sequestro do Metrô 123,2009,6.4,55,161185,64.0
1537,A Órfã,2009,7.0,42,158753,70.0
1538,Substitutos,2009,6.3,45,157541,63.0
1539,17 Outra Vez,2009,6.4,48,155871,64.0
1540,O Fantástico Sr. Raposo,2009,7.8,83,155175,78.0
1541,O Segredo dos Seus Olhos,2009,8.2,80,150756,82.0
1542,Uma Noite no Museu 2,2009,5.9,42,144398,59.0
1543,Ele Não Está Tão a Fim de Você,2009,6.4,47,140435,64.0
1544,Férias Frustradas de Verão,2009,6.8,76,139406,68.0
1545,Um Olhar do Paraíso,2009,6.7,42,133606,67.0
1546,Anjos da Noite: A Rebelião,2009,6.6,44,133054,66.0
1547,Invictus,2009,7.4,74,132819,74.0
1548,O Mundo Imaginário do Doutor Parnassus,2009,6.8,65,132039,68.0
1549,Pandorum,2009,6.8,28,129452,68.0
1550,Brüno,2009,5.8,54,126168,58.0
1551,Monstros vs Alienígenas,2009,6.5,56,124459,65.0
1552,Te Amarei para Sempre,2009,7.1,47,123409,71.0
1553,Adrenalina 2,2009,6.2,41,122077,62.0
1554,Intrigas de Estado,2009,7.1,64,119096,71.0
1555,Gamer,2009,5.8,27,118808,58.0
1556,9 - A Salvação,2009,7.1,60,117624,71.0
1557,Educação,2009,7.3,85,117437,73.0
1558,Os Homens que Encaravam Cabras,2009,6.2,54,115051,62.0
1559,2019 - O Ano da Extinção,2009,6.5,57,110847,65.0
1560,Um Homem Sério,2009,7.0,79,110593,70.0
1561,Tá Rindo do Que?,2009,6.3,60,104520,63.0
1562,O Primeiro Mentiroso,2009,6.4,58,99903,64.0
1563,Garota Infernal,2009,5.1,47,98679,51.0
1564,A Princesa e o Sapo,2009,7.1,73,98370,71.0
1565,Anticristo,2009,6.6,49,96868,66.0
1566,Os Piratas do Rock,2009,7.4,58,96090,74.0
1567,Heróis,2009,6.1,36,95611,61.0
1568,Entre Irmãos,2009,7.1,58,95373,71.0
1569,Preciosa: Uma História de Esperança,2009,7.3,79,93739,73.0
1570,Direito de Amar,2009,7.6,77,92901,76.0
1571,Onde Vivem os Monstros,2009,6.8,71,92033,68.0
1572,Segurança de Shopping,2009,5.2,39,89561,52.0
1573,Encontro de Casais,2009,5.5,23,87987,55.0
1574,Noivas em Guerra,2009,5.5,24,86620,55.0
1575,Julie & Julia,2009,7.0,66,86591,70.0
1576,Jogos Mortais 6,2009,6.0,30,84165,60.0
1577,Splice - A Nova Espécie,2009,5.8,66,83446,58.0
1578,O Profeta,2009,7.9,90,83412,79.0
1579,Trama Internacional,2009,6.5,52,83252,65.0
1580,O Golpista do Ano,2009,6.6,65,82716,66.0
1581,Premonição 4,2009,5.2,30,81709,52.0
1582,Sexta-Feira 13,2009,5.6,34,81421,56.0
1583,Os Fantasmas de Scrooge,2009,6.8,55,81203,68.0
1584,A Caixa,2009,5.6,47,80673,56.0
1585,Ano Um,2009,4.9,34,80443,49.0
1586,Uma Prova de Amor,2009,7.4,51,80187,74.0
1587,A Menina Que Brincava Com Fogo,2009,7.2,66,79085,72.0
1588,Harry Brown,2009,7.2,55,77521,72.0
1589,Simplesmente Complicado,2009,6.6,57,74450,66.0
1590,Coração Louco,2009,7.3,83,73465,73.0
1591,A Última Casa,2009,6.6,42,73330,66.0
1592,Minhas Adoráveis Ex-Namoradas,2009,5.8,34,72061,58.0
1593,Rebelde com Causa,2009,6.5,63,67882,65.0
1594,Vício Frenético,2009,6.7,69,67707,67.0
1595,O Mistério das Duas Irmãs,2009,6.4,43,67065,64.0
1596,Os Delírios de Consumo de Becky Bloom,2009,5.9,38,66851,59.0
1597,Contatos de 4º Grau,2009,5.9,34,66492,59.0
1598,Caso 39,2009,6.2,25,65648,62.0
1599,Tudo Pode Dar Certo,2009,7.2,45,63262,72.0
1600,A Centopéia Humana,2009,4.4,33,62376,44.0
1601,Solomon Kane - O Caçador de Demônios,2009,6.1,48,62368,61.0
1602,Ninja Assassino,2009,6.4,34,61199,64.0
1603,Dragonball Evolution,2009,2.6,45,61093,26.0
1604,O Preço da Traição,2009,6.3,48,60611,63.0
1605,A Trilha,2009,6.5,63,59823,65.0
1606,[REC] Possuídos,2009,6.6,52,59609,66.0
1607,Garota Fantástica,2009,6.9,68,58275,69.0
1608,A Fita Branca,2009,7.8,82,57962,78.0
1609,Zumbis na Neve,2009,6.3,61,57956,63.0
1610,A Rainha do Castelo de Ar,2009,7.3,60,57458,73.0
1611,Alexandria,2009,7.2,55,57088,72.0
1612,Santos Justiceiros II - O Retorno,2009,6.3,24,55946,63.0
1613,O Desinformante!,2009,6.5,66,55619,65.0
1614,Atraídos Pelo Crime,2009,6.7,43,55310,67.0
1615,O Elo Perdido,2009,5.4,32,54991,54.0
1616,O Segurança Fora de Controle,2009,5.8,54,54531,58.0
1617,Dente Canino,2009,7.3,73,54108,73.0
1618,Evocando Espíritos,2009,5.9,33,53494,59.0
1619,Estão Todos Bem,2009,7.1,47,52936,71.0
1620,Viagem Alucinante,2009,7.3,69,52309,73.0
1621,Loucos e Fãs,2009,6.6,45,51984,66.0
1622,Aquário,2009,7.3,81,51658,73.0
1623,A Jovem Rainha Victoria,2009,7.3,64,49449,73.0
1624,Dia dos Namorados Macabro,2009,5.5,51,47992,55.0
1625,Distante nós Vamos,2009,7.1,58,47696,71.0
1626,O Colecionador de Corpos,2009,6.4,29,47581,64.0
1627,O Guerreiro Silencioso,2009,6.0,61,47490,60.0
1628,Conversa Truncada,2009,7.5,83,47320,75.0
1629,A Montanha Enfeitiçada,2009,5.7,52,46937,57.0
1630,O Solista,2009,6.7,61,45980,67.0
1631,Alma Perdida,2009,4.8,30,44397,48.0
1632,Planeta 51,2009,6.1,39,43923,61.0
1633,Duplicidade,2009,6.2,69,43253,62.0
1634,A Enseada,2009,8.5,84,42865,85.0
1635,H2: Halloween 2,2009,4.9,35,39634,49.0
1636,Maré de Azar,2009,6.2,61,39599,62.0
1637,B13-U 13º Distrito - Ultimato,2009,6.5,64,39224,65.0
1638,Nine,2009,5.8,49,39132,58.0
1639,Pelas Garotas e Pela Glória,2009,6.2,31,38972,62.0
1640,Black Dynamite,2009,7.4,65,38681,74.0
1641,Cirque du Freak: O Aprendiz de Vampiro,2009,5.9,43,38003,59.0
1642,Capitalismo: Uma História de Amor,2009,7.4,61,37644,74.0
1643,A Pantera Cor de Rosa 2,2009,5.6,36,35990,56.0
1644,Força G,2009,5.1,41,35640,51.0
1645,Amor por Contrato,2009,6.5,55,35189,65.0
1646,Maldito Futebol Clube,2009,7.6,81,35099,76.0
1647,Notorious B.I.G.: Nenhum Sonho é Grande Demais,2009,6.7,60,35020,67.0
1648,Maluca Paixão,2009,4.8,17,34983,48.0
1649,Alvin e os Esquilos 2,2009,4.5,41,34878,45.0
1650,Michael Jackson's This Is It,2009,7.3,67,34654,73.0
1651,Hannah Montana: O Filme,2009,4.3,47,34247,43.0
1652,Jogando com Prazer,2009,5.9,43,34241,59.0
1653,Sede de Sangue,2009,7.2,73,34170,72.0
1654,Coco Antes de Chanel,2009,6.7,65,34158,67.0
1655,Intermediário.com,2009,6.6,60,34073,66.0
1656,O Melhor Pai do Mundo,2009,6.9,69,33709,69.0
1657,A Casa do Diabo,2009,6.4,73,33523,64.0
1658,Abraços Partidos,2009,7.2,76,33510,72.0
1659,Defendor,2009,6.8,57,32891,68.0
1660,Surpresa em Dobro,2009,5.4,19,32763,54.0
1661,Além da Vida,2009,5.9,36,32698,59.0
1662,À Procura de Elly,2009,8.1,87,32075,81.0
1663,Mother - A Busca Pela Verdade,2009,7.8,79,32061,78.0
1664,Cadê os Morgan?,2009,4.8,27,31729,48.0
1665,A Origem,2010,8.8,74,1638008,88.0
1666,Ilha do Medo,2010,8.1,63,889325,81.0
1667,Toy Story 3,2010,8.3,92,606509,83.0
1668,Cisne Negro,2010,8.0,79,596740,80.0
1669,Homem de Ferro 2,2010,7.0,57,573999,70.0
1670,O Discurso do Rei,2010,8.0,88,547017,80.0
1671,Como Treinar o Seu Dragão,2010,8.1,74,541152,81.0
1672,A Rede Social,2010,7.7,95,524478,77.0
1673,Kick-Ass: Quebrando Tudo,2010,7.7,66,467184,77.0
1674,Meu Malvado Favorito,2010,7.7,72,423976,77.0
1675,Harry Potter e as Relíquias da Morte: Parte 1,2010,7.7,65,370816,77.0
1676,Alice no País das Maravilhas,2010,6.5,53,332677,65.0
1677,Enrolados,2010,7.8,71,327200,78.0
1678,Scott Pilgrim Contra o Mundo,2010,7.5,69,303553,75.0
1679,A Mentira,2010,7.1,72,302927,71.0
1680,Atração Perigosa,2010,7.6,74,300706,76.0
1681,127 Horas,2010,7.6,82,300679,76.0
1682,O Vencedor,2010,7.8,79,296009,78.0
1683,Os Mercenários,2010,6.5,45,289439,65.0
1684,Um Parto de Viagem,2010,6.6,51,287784,66.0
1685,Tron: O Legado,2010,6.8,49,279033,68.0
1686,Bravura Indômita,2010,7.6,80,260933,76.0
1687,Salt,2010,6.4,65,260791,64.0
1688,RED: Aposentados e Perigosos,2010,7.1,60,255338,71.0
1689,O Livro de Eli,2010,6.9,53,247479,69.0
1690,Fúria de Titãs,2010,5.8,39,242493,58.0
1691,Príncipe da Pérsia: As Areias do Tempo,2010,6.6,50,238309,66.0
1692,Sobrenatural,2010,6.8,52,228004,68.0
1693,Robin Hood,2010,6.7,53,225347,67.0
1694,Esquadrão Classe A,2010,6.8,47,223147,68.0
1695,Os Outros Caras,2010,6.7,64,204756,67.0
1696,A Saga Crepúsculo: Eclipse,2010,4.9,58,196495,49.0
1697,Gente Grande,2010,6.0,30,195118,60.0
1698,O Turista,2010,6.0,37,191168,60.0
1699,Megamente,2010,7.3,63,188992,73.0
1700,Predadores,2010,6.4,51,183455,64.0
1701,Machete,2010,6.6,60,173749,66.0
1702,Incontrolável,2010,6.8,69,161136,68.0
1703,Encontro Explosivo,2010,6.3,46,158313,63.0
1704,72 Horas,2010,7.4,52,155929,74.0
1705,Namorados Para Sempre,2010,7.4,81,155548,74.0
1706,Amor e Outras Drogas,2010,6.7,55,155264,67.0
1707,O Pior Trabalho do Mundo,2010,6.4,65,154246,64.0
1708,Percy Jackson e o Ladrão de Raios,2010,5.9,47,152830,59.0
1709,Shrek para Sempre,2010,6.3,58,151307,63.0
1710,A Ressaca,2010,6.4,63,146016,64.0
1711,Resident Evil 4: Recomeço,2010,5.9,37,144241,59.0
1712,Tucker e Dale Contra o Mal,2010,7.6,65,141507,76.0
1713,O Escritor Fantasma,2010,7.2,77,140557,72.0
1714,Uma Noite Fora de Série,2010,6.3,56,135815,63.0
1715,O Aprendiz de Feiticeiro,2010,6.1,46,133906,61.0
1716,Karate Kid,2010,6.2,61,132454,62.0
1717,Enterrado Vivo,2010,7.0,65,128581,70.0
1718,O Último Mestre do Ar,2010,4.2,20,127847,42.0
1719,Lembranças,2010,7.2,40,121778,72.0
1720,Não Me Abandone Jamais,2010,7.2,69,119656,72.0
1721,Inverno da Alma,2010,7.2,90,118850,72.0
1722,As Crônicas de Nárnia: A Viagem do Peregrino da Alvorada,2010,6.3,53,116820,63.0
1723,Zona Verde,2010,6.8,63,116444,68.0
1724,"Se Enlouquecer, Não Se Apaixone",2010,7.1,63,116397,71.0
1725,Querido John,2010,6.3,43,116380,63.0
1726,Minhas Mães e Meu Pai,2010,7.1,86,115774,71.0
1727,Demônio,2010,6.3,44,112698,63.0
1728,Ela é Demais Pra Mim,2010,6.4,46,107807,64.0
1729,Caçador de Recompensas,2010,5.5,22,104219,55.0
1730,Juntos Pelo Acaso,2010,6.6,39,104212,66.0
1731,Dupla Implacável,2010,6.5,42,102462,65.0
1732,Idas e Vindas do Amor,2010,5.7,34,100780,57.0
1733,Deixe-me Entrar,2010,7.2,79,99579,72.0
1734,Incêndios,2010,8.2,80,99429,82.0
1735,A Epidemia,2010,6.5,55,98623,65.0
1736,Caminho da Liberdade,2010,7.3,66,94762,73.0
1737,O Lobisomem,2010,5.8,43,93466,58.0
1738,Entrando Numa Fria Maior Ainda com a Família,2010,5.5,27,92017,55.0
1739,Repo Men: O Resgate de Órgãos,2010,6.3,32,91760,63.0
1740,Wall Street: O Dinheiro Nunca Dorme,2010,6.2,59,88782,62.0
1741,Atividade Paranormal 2,2010,5.7,53,87607,57.0
1742,Legião,2010,5.2,32,86014,52.0
1743,Rápida Vingança,2010,6.5,44,85673,65.0
1744,Um Jantar para Idiotas,2010,5.9,56,84874,59.0
1745,Coincidências do Amor,2010,6.1,52,84173,61.0
1746,Além da Vida,2010,6.5,56,83540,65.0
1747,Um Homem Misterioso,2010,6.3,61,83194,63.0
1748,Eu Vi o Diabo,2010,7.8,67,82114,78.0
1749,Meu Nome É Khan,2010,8.0,50,81564,80.0
1750,Monstros,2010,6.4,63,80550,64.0
1751,A Hora do Pesadelo,2010,5.2,35,80334,52.0
1752,Cartas Para Julieta,2010,6.6,50,80159,66.0
1753,O Fim da Escuridão,2010,6.6,55,80003,66.0
1754,O Grande Mestre 2,2010,7.6,67,79265,76.0
1755,Toda Forma de Amor,2010,7.2,81,79112,72.0
1756,Skyline - A Invasão,2010,4.4,26,79023,44.0
1757,Os Perdedores,2010,6.4,44,78731,64.0
1758,Tiras em Apuros,2010,5.6,31,78298,56.0
1759,Casa Comigo?,2010,6.5,33,78045,65.0
1760,Par Perfeito,2010,5.4,21,77182,54.0
1761,Piranha 3D,2010,5.5,53,76716,55.0
1762,Jogos Mortais: O Final,2010,5.6,24,74981,56.0
1763,Biutiful,2010,7.5,58,74773,75.0
1764,Submarine,2010,7.3,76,73373,73.0
1765,Tropa de Elite 2: O Inimigo Agora é Outro,2010,8.1,71,70922,81.0
1766,"Comer, Rezar, Amar",2010,5.7,50,70179,57.0
1767,A Lenda dos Guardiões,2010,7.0,53,69829,70.0
1768,Centurião,2010,6.4,62,69488,64.0
1769,O Primeiro Amor,2010,7.7,45,67697,77.0
1770,A Última Música,2010,5.9,33,66461,59.0
1771,Burlesque,2010,6.4,47,65873,64.0
1772,Super,2010,6.8,50,65869,68.0
1773,Sex and the City 2,2010,4.4,27,63942,44.0
1774,Uma Manhã Gloriosa,2010,6.5,57,62720,65.0
1775,Doce Vingança,2010,6.3,27,62075,63.0
1776,Quatro Leões,2010,7.3,68,61500,73.0
1777,Trabalho Interno,2010,8.3,88,61096,83.0
1778,O Mundo dos Pequeninos,2010,7.6,80,60161,76.0
1779,O Caçador de Troll,2010,7.0,61,59112,70.0
1780,A Grande Mentira,2010,6.9,65,58153,69.0
1781,Pânico na Neve,2010,6.2,43,57527,62.0
1782,As Viagens de Gulliver,2010,4.9,33,56484,49.0
1783,Saia Pela Loja de Souvenirs,2010,8.0,85,55311,80.0
1784,13 Assassinos,2010,7.6,84,54346,76.0
1785,Quando em Roma,2010,5.6,25,54062,56.0
1786,Amor à Distância,2010,6.3,51,52619,63.0
1787,A Morte e Vida de Charlie,2010,6.5,37,51042,65.0
1788,Jackass 3D,2010,7.0,56,50431,70.0
1789,"Ela Dança, Eu Danço 3",2010,6.2,45,50333,62.0
1790,Ladrões,2010,6.2,45,49954,62.0
1791,Senna,2010,8.6,79,49714,86.0
1792,Jonah Hex - Caçador de Recompensas,2010,4.7,33,48653,47.0
1793,Reino Animal,2010,7.3,83,48617,73.0
1794,Juventude em Fúria,2010,7.1,45,46244,71.0
1795,Entre Segredos e Mentiras,2010,6.3,57,45461,63.0
1796,O Último Exorcismo,2010,5.6,63,43722,56.0
1797,Você de Novo,2010,5.8,28,43696,58.0
1798,Pronto Para Recomeçar,2010,6.4,65,43406,64.0
1799,Plano B,2010,5.3,34,43400,53.0
1800,Reencontrando a Felicidade,2010,7.0,76,43075,70.0
1801,Não Tenha Medo do Escuro,2010,5.6,56,42673,56.0
1802,O Último Guarda-Costas,2010,6.2,52,42593,62.0
1803,Apenas uma Noite,2010,6.6,50,42089,66.0
1804,The Runaways: Garotas do Rock,2010,6.6,65,41696,66.0
1805,Os Vampiros Que Se Mordam,2010,3.5,18,41201,35.0
1806,Jogo de Poder,2010,6.8,69,40983,68.0
1807,Você Vai Conhecer o Homem dos Seus Sonhos,2010,6.3,51,39173,63.0
1808,Morte no Funeral,2010,5.7,51,38751,57.0
1809,A Grande Virada,2010,6.8,69,38731,68.0
1810,Morte Negra,2010,6.4,71,38563,64.0
1811,Um Lugar Qualquer,2010,6.3,67,38162,63.0
1812,Corram que o Agente Voltou,2010,5.5,43,37834,55.0
1813,Como Você Sabe,2010,5.4,46,37724,54.0
1814,A Condenação,2010,7.2,61,37292,72.0
1815,Catfish,2010,7.1,65,37124,71.0
1816,Stake Land - Anoitecer Violento,2010,6.5,66,36950,65.0
1817,Confiar,2010,6.9,60,36925,69.0
1818,Homens em Fúria,2010,5.4,58,36527,54.0
1819,13: O Jogador,2010,6.1,29,36459,61.0
1820,Aterrorizada,2010,5.6,38,36048,56.0
1821,Diário de um Banana,2010,6.2,56,35390,62.0
1822,Em um Mundo Melhor,2010,7.7,65,34661,77.0
1823,O Fada do Dente,2010,5.0,36,33505,50.0
1824,Missão Quase Impossível,2010,5.4,27,33220,54.0
1825,Matador em Perigo,2010,6.9,41,31955,69.0
1826,O Solteirão,2010,6.1,76,31727,61.0
1827,Cyrus,2010,6.3,74,31379,63.0
1828,O Assassino em Mim,2010,6.1,53,30138,61.0
1829,O Mágico,2010,7.5,82,30059,75.0
1830,"Rubber, O Pneu Assassino",2010,5.8,59,28571,58.0
1831,Guerreiros do Amanhã,2010,6.2,54,28041,62.0
1832,Identidade Paranormal,2010,6.1,28,27408,61.0
1833,Tudo Acontece em Nova York,2010,6.8,45,27403,68.0
1834,A Informante,2010,7.2,59,27194,72.0
1835,Harry Potter e as Relíquias da Morte: Parte 2,2011,8.1,87,612486,81.0
1836,Thor,2011,7.0,57,589143,70.0
1837,Intocáveis,2011,8.6,57,583590,86.0
1838,Capitão América: O Primeiro Vingador,2011,6.9,66,566424,69.0
1839,X-Men: Primeira Classe,2011,7.8,65,563471,78.0
1840,Drive,2011,7.8,78,476190,78.0
1841,Sem Limites,2011,7.4,59,456283,74.0
1842,Planeta dos Macacos: A Origem,2011,7.6,68,442269,76.0
1843,Contra o Tempo,2011,7.5,74,416884,75.0
1844,Piratas do Caribe: Navegando em Águas Misteriosas,2011,6.6,45,411105,66.0
1845,Amor a Toda Prova,2011,7.4,68,406373,74.0
1846,"Se Beber, Não Case! Parte II",2011,6.5,44,403473,65.0
1847,Missão: Impossível - Protocolo Fantasma,2011,7.4,73,389940,74.0
1848,Quero Matar Meu Chefe,2011,6.9,57,376252,69.0
1849,Guerreiro,2011,8.2,71,366980,82.0
1850,Sherlock Holmes: O Jogo de Sombras,2011,7.5,48,366448,75.0
1851,Millennium: Os Homens que Não Amavam as Mulheres,2011,7.8,71,357866,78.0
1852,Histórias Cruzadas,2011,8.1,62,352887,81.0
1853,Transformers: O Lado Oculto da Lua,2011,6.3,42,346693,63.0
1854,Meia-Noite em Paris,2011,7.7,81,329339,77.0
1855,O Preço do Amanhã,2011,6.7,53,325677,67.0
1856,Velozes & Furiosos 5: Operação Rio,2011,7.3,66,308406,73.0
1857,Super 8,2011,7.0,72,304547,70.0
1858,O Homem Que Mudou o Jogo,2011,7.6,87,303442,76.0
1859,Amizade Colorida,2011,6.6,63,293719,66.0
1860,50%,2011,7.7,72,286376,77.0
1861,Gigantes de Aço,2011,7.1,56,269040,71.0
1862,A Invenção de Hugo Cabret,2011,7.5,83,265213,75.0
1863,Lanterna Verde,2011,5.6,39,236281,56.0
1864,Missão Madrinha de Casamento,2011,6.8,75,232857,68.0
1865,Desconhecido,2011,6.9,56,222292,69.0
1866,A Perseguição,2011,6.8,64,215137,68.0
1867,Os Descendentes,2011,7.3,84,214186,73.0
1868,Os Agentes do Destino,2011,7.1,60,212530,71.0
1869,Sucker Punch: Mundo Surreal,2011,6.1,33,208387,61.0
1870,Eu Sou o Número Quatro,2011,6.1,36,206158,61.0
1871,Paul: O Alien Fugitivo,2011,7.0,57,206121,70.0
1872,Kung Fu Panda 2,2011,7.3,67,204148,73.0
1873,O Artista,2011,7.9,89,203535,79.0
1874,Rango,2011,7.2,75,199179,72.0
1875,Tudo pelo Poder,2011,7.1,67,199129,71.0
1876,A Saga Crepúsculo: Amanhecer - Parte 1,2011,4.9,45,193832,49.0
1877,Contágio,2011,6.6,70,190336,66.0
1878,As Aventuras de Tintim,2011,7.4,68,188754,74.0
1879,Esposa de Mentirinha,2011,6.4,33,186496,64.0
1880,O Poder e a Lei,2011,7.3,63,185256,73.0
1881,Cowboys & Aliens,2011,6.0,50,183575,60.0
1882,Sexo Sem Compromisso,2011,6.2,50,182588,62.0
1883,Rio,2011,6.9,63,177786,69.0
1884,A Separação,2011,8.4,95,171413,84.0
1885,Professora Sem Classe,2011,5.7,47,170261,57.0
1886,Hanna,2011,6.8,65,167007,68.0
1887,Operação Invasão,2011,7.6,73,161495,76.0
1888,O Espião Que Sabia Demais,2011,7.1,85,161162,71.0
1889,Invasão do Mundo: Batalha de Los Angeles,2011,5.8,37,160936,58.0
1890,Shame,2011,7.2,72,159220,72.0
1891,A Árvore da Vida,2011,6.8,85,146798,68.0
1892,Imortais,2011,6.0,46,145345,60.0
1893,Eu Queria Ter a Sua Vida,2011,6.3,39,144522,63.0
1894,O Besouro Verde,2011,5.8,39,142441,58.0
1895,Melancolia,2011,7.1,80,140870,71.0
